time/ s,O=C(CO)CO/ M,O=CC(O)(CO)CO/ M,O=C[C@H](O)[C@H](O)CO/ M,O=C[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)CO/ M,O=C(CO)C(O)(CO)CO/ M,O=C[C@H](O)C(O)(CO)CO/ M,O=C[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@](O)(CO)[C@H](O)CO/ M,O=C[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@H](O)CO/ M,O=C([C@H](O)CO)[C@H](O)CO/ M,O=C[C@H](O)[C@H](O)[C@H](O)CO/ M,O=C([C@@H](O)CO)[C@H](O)CO/ M,O=C([C@H](O)CO)C(O)(CO)CO/ M,O=C[C@@](O)(CO)C(O)(CO)CO/ M,O=C[C@H](O)[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@](O)(CO)[C@@H](O)[C@H](O)CO/ M,O=C([C@@H](O)CO)[C@@H](O)[C@H](O)CO/ M,O=C[C@@](O)(CO)[C@H](O)[C@H](O)CO/ M,O=C(CO)[C@@](O)(CO)[C@H](O)CO/ M,O=C[C@H](O)[C@](O)(CO)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO/ M,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO/ M
5384.76,0.005649422,0.016776638,0.000192478,0.000111013,0.005565702,0.000111787,9.01E-05,0.001984303,0.001907212,0.000102353,0.002705974,0.004222938,0.000102356,0.003594479,0,4.35E-05,3.10E-05,0.0010353,0.001078132,0.000186297,5.39E-05,0,6.53E-05,0,0
5414.88,0.003764822,0.016715398,0.000131839,9.61E-05,0.004414702,0.000213265,7.49E-05,0.002083164,0.001669559,7.04E-05,0.002847834,0.003727708,9.73E-05,0.003020324,5.18E-05,5.02E-05,6.59E-05,0.00102939,0.001483197,0.000293997,7.75E-05,8.00E-05,0.000122679,0,0
5445,0.004319461,0.016900405,0.000101862,0.000107382,0.005106803,0.000166022,0,0.001852562,0.002091335,5.42E-05,0.002825999,0.00421532,7.66E-05,0.003566321,0,3.36E-05,0,0.001042765,0.001338216,0.000228061,8.66E-05,9.31E-05,9.11E-05,0,0
5475.12,0.003264207,0.017226406,7.59E-05,0,0.002857185,0.000219073,8.88E-05,0.002300671,0.002087457,8.45E-05,0.003112668,0.004769041,0.000100733,0.004059423,0,3.16E-05,0,0.001071847,0.001805843,0.000391283,0.000118721,0,0.000164249,0,0
5500,0.004634817,0.016967624,9.62E-05,0.000142483,0.005226426,0.000236333,0.000126339,0.001939982,0.001998748,4.82E-05,0.003124386,0.003771006,7.59E-05,0.003232233,0,3.02E-05,0,0.001112836,0.001386487,0.000274915,0.000108622,0.000111213,0.000119833,0,0
5530.12,0.001843823,0.015564398,1.00E-04,8.41E-05,0.001714549,0.000311681,0.000110078,0.00218471,0.001124822,6.95E-05,0.003171577,0.002558148,0.000109402,0.001714487,9.21E-05,7.54E-05,0.000188169,0.001415975,0.00131692,0.000448555,0.000133981,0.000102603,0.000208814,2.31E-05,1.98E-05
5560.24,0.005341951,0.016489394,5.90E-05,8.71E-05,0.002563365,0.000211189,0.000174641,0.002623517,0.000844717,5.18E-05,0.003943952,0.002531712,0.000109157,0.001291314,8.51E-05,9.79E-05,0.000255939,0.001978117,0.001480471,0.000321661,0.00014382,0,0.000142802,3.24E-05,2.14E-05
5590.36,0.00397099,0.016233195,0.000204871,0.000132499,0.003871483,0.000158085,9.41E-05,0.002080526,0.00173094,9.76E-05,0.003031483,0.003655009,0.000105232,0.00270366,0,3.46E-05,0,0.000981016,0.001273655,0.000228137,8.33E-05,0,9.46E-05,0,0
5620.48,0.003818194,0.017325375,0.000104018,0,0.003494209,0.000136529,7.95E-05,0.002279591,0.002220232,0.000104062,0.003053004,0.00500357,0.000103673,0.004235718,0,2.38E-05,0,0.00107819,0.001561435,0.000214864,9.63E-05,0,7.32E-05,0,0
5650.6,0.005183368,0.016973005,9.63E-05,7.74E-05,0.00392138,0.000118702,7.28E-05,0.002259023,0.002309619,0.000108992,0.003022819,0.00493605,8.90E-05,0.004360318,0,3.20E-05,0,0.001073298,0.001544118,0.000204111,9.47E-05,0,6.66E-05,0,0
5680.72,0.005580846,0.017290104,0.000134481,0.000159353,0.005478875,0.000111139,5.76E-05,0.001959458,0.001990132,5.73E-05,0.003062062,0.00408789,8.39E-05,0.003374568,0,2.89E-05,0,0.001110905,0.001358353,0.000179519,0.000123703,0.000133073,7.97E-05,0,0
5710.84,0.005888673,0.015748064,9.39E-05,8.21E-05,0.003405882,0.000104379,0.000167801,0.002806097,0.000938234,7.70E-05,0.003598114,0.003400439,7.27E-05,0.001723328,5.15E-05,8.07E-05,0.000112059,0.001682694,0.001242258,0.000254805,8.77E-05,7.14E-05,9.40E-05,1.14E-05,0
5740.96,0.002670794,0.01672556,0.000131616,0.000112578,0.00338883,0.000339802,9.83E-05,0.002206176,0.001823752,7.34E-05,0.003168463,0.003370234,0.00010483,0.002801116,0,3.04E-05,1.68E-05,0.001027533,0.001583413,0.000409129,0.000115624,0.000109182,0.000188368,1.36E-05,0
5771.08,0.002291817,0.017268791,4.16E-05,9.24E-05,0.002440567,0.000418342,0.000154464,0.002311129,0.00185307,5.16E-05,0.003336981,0.003526538,7.83E-05,0.003465607,0,1.41E-05,0,0.001519655,0.002018833,0.00082499,0.000183411,0,0.000401868,0,2.69E-05
5801.2,0.00309922,0.016572335,0.00018403,0.000123833,0.003597381,0.000296759,9.51E-05,0.002171499,0.001888164,9.19E-05,0.003180938,0.003670846,0.000117426,0.002851811,0,4.32E-05,4.00E-05,0.001037662,0.001490667,0.000332306,9.62E-05,0,0.000141576,0,0
5831.32,0.002997138,0.016232214,0.000151685,0.000115823,0.002782153,0.000272389,0.000121683,0.002291739,0.001399367,8.64E-05,0.003459678,0.003133415,0.000123587,0.002048931,2.15E-05,4.28E-05,6.50E-05,0.001355247,0.001477433,0.000480142,0.000167047,0.000121235,0.000226136,3.01E-05,0
5861.44,0.011127305,0.015517651,0.000223343,0.0001179,0.005555259,9.19E-05,0.000114881,0.002366307,0.001045187,0.000104378,0.002942379,0.003400867,9.35E-05,0.002088257,0,3.99E-05,5.02E-05,0.001534975,0.000923369,0.000166112,4.74E-05,4.72E-05,4.66E-05,0,0
5891.56,0.005227591,0.016588588,0.000113526,0.000127128,0.005533379,0.000130835,0,0.001769966,0.001908055,4.78E-05,0.002799825,0.003860112,6.95E-05,0.003197265,0,2.54E-05,0,0.000988409,0.001206477,0.000169581,8.71E-05,0,7.33E-05,0,0
5921.68,0.003274416,0.016206358,0.000192456,0.000114627,0.003589485,0.000212666,8.39E-05,0.002198578,0.001719959,9.84E-05,0.003090763,0.003597026,0.00011373,0.00274354,0,3.61E-05,0,0.001002052,0.00144058,0.000357975,0.000109072,0,0.000147992,0,0
5951.8,0.004790417,0.016196876,0.000144445,0.000116618,0.004816912,9.19E-05,0.000108589,0.002076249,0.001769358,9.66E-05,0.002900113,0.003967669,9.49E-05,0.003354158,0,2.67E-05,0,0.00093489,0.001127424,0.000168041,6.57E-05,0,5.84E-05,0,0
5981.92,0.005206442,0.016706804,9.76E-05,0.00014361,0.005387159,0.000187565,7.21E-05,0.001727186,0.001885334,5.04E-05,0.002755761,0.003781069,7.93E-05,0.003185533,0,4.12E-05,0,0.000917871,0.001265925,0.000203097,9.89E-05,0,0.000106076,0,0
6012.04,0.016140683,0.014101309,0.000270106,0.000134099,0.005636925,9.66E-05,5.67E-05,0.001713748,0.000914468,8.26E-05,0.002574856,0.00256219,8.62E-05,0.001947308,0,2.38E-05,0,0.000776036,0.000886883,0.000107723,3.90E-05,3.57E-05,3.68E-05,0,0
6042.16,0.004221907,0.016993975,8.57E-05,0.000147168,0.004930442,0.000237531,7.86E-05,0.001827736,0.001944712,4.68E-05,0.003081773,0.003700813,8.08E-05,0.003056884,0,5.64E-05,0,0.001077655,0.001427416,0.000310503,0.000116958,0.000124594,0.000155484,0,0
6072.28,0.005612524,0.017027374,0.000123475,0.00016715,0.0057865,0.000143846,0.000130479,0.001865659,0.001714839,6.15E-05,0.003006484,0.003686586,7.63E-05,0.002977773,0,3.40E-05,0,0.000996395,0.001157535,0.0001923,9.83E-05,0,9.34E-05,0,0
6102.4,0.00485016,0.017410804,0.000160348,0.000148051,0.00515483,0.000217024,0.000130999,0.002207273,0.001925128,8.86E-05,0.003115043,0.00406401,0.000115178,0.003655572,0,4.10E-05,1.74E-05,0.00108756,0.00138117,0.000305088,9.74E-05,0,0.000134722,0,0
6132.52,0.002826974,0.016903677,0.000186555,0.000130774,0.003344655,0.000394005,0.000121912,0.002257104,0.001837361,0.000100842,0.00314669,0.00359152,0.000134045,0.002866719,4.84E-05,4.58E-05,2.00E-05,0.00106025,0.001650265,0.000535797,0.000123831,0,0.000261403,1.94E-05,0
6162.64,0.014538425,0.014155662,0.00020704,0.000115577,0.005286158,0.000195968,6.30E-05,0.001584042,0.000994945,6.52E-05,0.002364742,0.002474259,8.84E-05,0.001849222,0,2.55E-05,0,0.000681799,0.000774269,0.000124193,3.05E-05,4.71E-05,7.77E-05,0,0
6192.76,0.002870863,0.017655695,0.000158455,0.000139181,0.003688159,0.000416666,0.000117747,0.002317541,0.00207215,8.45E-05,0.003295515,0.003752282,0.000126184,0.003193217,0,3.63E-05,0,0.0011234,0.001697184,0.000475997,0.000125123,7.44E-05,0.000230639,7.81E-06,0
6222.88,0.014500901,0.01518844,0.000192514,0.000123414,0.005487174,0.000241614,7.89E-05,0.001825874,0.001091436,6.71E-05,0.002739391,0.002654557,9.43E-05,0.001996157,2.86E-05,4.60E-05,5.29E-05,0.001077934,0.001142182,0.000186044,6.03E-05,5.74E-05,7.28E-05,0,0
6253,0.00399575,0.017596999,6.80E-05,0,0.002912833,0.000186087,8.00E-05,0.002210094,0.002330654,9.31E-05,0.003067644,0.005047442,9.82E-05,0.004594338,0,2.82E-05,0,0.001170161,0.002026779,0.000279468,0.000113979,0,0.000103353,0,0
6283.12,0.002776776,0.01677126,8.90E-05,0.000112106,0.002402207,0.000556037,9.13E-05,0.002302094,0.001247342,5.87E-05,0.00307229,0.002361092,0.000120974,0.001793635,7.48E-05,4.18E-05,6.10E-05,0.001555999,0.001606488,0.001022681,0.000189736,0.000136284,0.000530116,2.54E-05,2.69E-05
6310,0.01594681,0.014427398,0.000242956,0.000127136,0.005592663,0.000206566,8.47E-05,0.001664647,0.001012727,7.57E-05,0.002518567,0.002607536,9.55E-05,0.001897165,0,2.45E-05,0,0.000741134,0.000885406,0.000153911,4.35E-05,3.94E-05,5.94E-05,0,0
6340.12,0.003038358,0.017478242,0.000155944,0.000143901,0.003702129,0.000467978,0.000119837,0.002290915,0.001972284,7.89E-05,0.003213416,0.003443714,0.000119601,0.002869627,0,3.65E-05,0,0.001165587,0.001541687,0.000503622,0.000128818,0.000129429,0.000245024,1.43E-05,0
6370.24,0.003510178,0.017727847,7.46E-05,8.30E-05,0.003333115,0.000227138,0.000121867,0.002197736,0.002332086,7.88E-05,0.003197729,0.004597559,0.000101959,0.004353882,0,2.34E-05,0,0.001135286,0.001891578,0.000356783,0.000116885,0,0.000155205,0,0
6400.36,0.002872767,0.016774803,6.05E-05,9.10E-05,0.003286326,0.000219632,0.000170129,0.001917495,0.001931763,6.32E-05,0.003138695,0.003789948,6.55E-05,0.003534932,0,0,0,0.001119437,0.001549015,0.000356519,0.000111795,0,0.000148967,0,0
6430.48,0.002791581,0.016175903,5.32E-05,0.000126953,0.002570189,0.000675928,0.000180514,0.00243768,0.00109294,5.00E-05,0.003216955,0.001876455,0,0.001645859,0.00016437,5.78E-05,0.000164478,0.002712636,0.001215461,0.001169246,0.000250383,0.000164087,0.000622857,2.71E-05,5.28E-05
6460.6,0.002316112,0.01495446,0,7.13E-05,0.000519734,0.000957657,0.000146381,0.00233228,0.000407318,3.94E-05,0.003139352,0.000659401,0,0.000528074,0.000284307,4.19E-05,0.000143811,0.002370359,0.000917565,0.001683341,0.000199275,0.000113146,0.000924456,3.22E-05,6.95E-05
6490.72,0.002245854,0.01748197,4.22E-05,9.79E-05,0.002660183,0.000506801,0.000156457,0.002176575,0.001991551,4.67E-05,0.003082005,0.003383846,8.74E-05,0.003415635,0,3.91E-05,0,0.001423209,0.001807759,0.000984432,0.000156508,0,0.000487773,1.33E-05,0
6520.84,0.002006141,0.017464176,4.96E-05,8.08E-05,0.002474047,0.000382992,0.000132666,0.002239607,0.00232493,6.94E-05,0.003135099,0.004331127,0.000106226,0.004270222,0,2.92E-05,0,0.001259331,0.00207224,0.000731911,0.00013848,0,0.000345199,0,0
6550.96,0.001282432,0.017183847,0,0,0.000670592,0.000537844,6.68E-05,0.002231124,0.000471715,2.47E-05,0.002840789,0.001209175,6.40E-05,0.000982498,0,3.69E-05,7.39E-05,0.002192135,0.002158359,0.001176216,0.000367019,0,0.000599812,3.84E-05,0.000105498
6581.08,0.002292446,0.016952675,7.87E-05,9.20E-05,0.001735081,0.000539278,0.000111532,0.002427568,0.000937526,4.82E-05,0.003421045,0.001839269,0.000116018,0.001213167,7.88E-05,4.77E-05,0.000120091,0.002118052,0.001741836,0.001029909,0.000299806,0,0.000531645,5.47E-05,3.50E-05
6611.2,0.003010223,0.017118878,0.000182765,0.000149236,0.003139834,0.000390764,0.000152078,0.00231881,0.001716376,9.75E-05,0.003580565,0.003493305,0.000138895,0.002377936,0,4.46E-05,7.03E-05,0.00134714,0.001596247,0.000565052,0.000157821,0,0.000258939,1.98E-05,0
6641.32,0.001998564,0.01718493,4.11E-05,0,0.002023083,0.000404694,9.46E-05,0.002138662,0.00127955,3.88E-05,0.002963641,0.00259764,7.85E-05,0.00224867,0,3.16E-05,0,0.001564406,0.002552847,0.000853195,0.000273725,0,0.000419499,2.15E-05,2.81E-05
6671.44,0.005319728,0.019244148,0.000136443,0.000213232,0.005893714,0.000254155,9.66E-05,0.00229468,0.002508576,6.01E-05,0.003571497,0.00462065,0.000100418,0.004033737,0,3.79E-05,0,0.001436091,0.001635203,0.000271943,0.000149766,0.00019461,0.000136103,0,0
6701.56,0.004958483,0.01900846,9.20E-05,0.00020796,0.005603341,0.00025031,0.000137794,0.002176778,0.002127833,4.68E-05,0.00368773,0.003934777,8.50E-05,0.003430316,0,3.29E-05,0,0.001535423,0.001578117,0.000312785,0.000173134,0,0.000162395,0,0
6731.68,0.00300418,0.017763389,0.00016981,0.000129837,0.003670076,0.000379799,0.000105531,0.002364788,0.002053334,8.84E-05,0.003306746,0.003836793,0.000123662,0.0031815,0,4.07E-05,3.61E-05,0.001342857,0.001725492,0.000499257,0.00015049,0,0.000241381,1.56E-05,0
6761.8,0.003385962,0.017683429,0.000209559,0.00013447,0.003876134,0.000302073,0.000101231,0.002373718,0.00205917,0.000107467,0.003289559,0.004074134,0.00013045,0.003220601,0,5.56E-05,0,0.001194105,0.001578326,0.000431418,0.000123892,0.000132233,0.000196121,0,0
6791.92,0.003310075,0.017642213,0.000205711,0.000124948,0.003851268,0.000280568,8.94E-05,0.002320732,0.001978199,9.79E-05,0.003146839,0.003948415,0.000120838,0.003134301,0,5.37E-05,0,0.001151473,0.001626918,0.000426108,0.00012839,0,0.000194183,0,0
6822.04,0.00599312,0.018020925,0.000203046,0.000138485,0.006017741,0.000185793,7.60E-05,0.002167015,0.002018378,8.63E-05,0.002939522,0.004219043,0.000105465,0.003726866,0,3.24E-05,0,0.001074892,0.001264592,0.000267571,8.61E-05,8.92E-05,0.000111505,0,0
6852.16,0.005957433,0.017515187,0.000214781,0.000148025,0.005746647,0.00013926,0.000111113,0.002249222,0.002022211,0.000104584,0.003089844,0.004379669,0.000110639,0.003783811,0,4.41E-05,0,0.001172667,0.001257373,0.000232282,8.69E-05,0,9.08E-05,0,0
6882.28,0.003800422,0.01770253,0.000125484,9.59E-05,0.004163603,0.000307813,8.00E-05,0.002406414,0.001521431,6.85E-05,0.003221086,0.003211163,9.79E-05,0.002658091,0,3.66E-05,0,0.001398406,0.001899457,0.000593988,0.000209939,0,0.000283865,9.26E-06,0
6912.4,0.0142546,0.013573835,0.000184427,0.000127578,0.005337597,4.29E-05,6.52E-05,0.001502253,0.000772805,6.30E-05,0.002255881,0.002211115,6.35E-05,0.001655352,0,2.68E-05,0,0.001032786,0.000683444,7.31E-05,4.83E-05,2.97E-05,2.40E-05,0,0
6942.52,0.005645846,0.019425281,9.53E-05,0.000214763,0.006001503,0.000228394,0.000106693,0.002397813,0.00252007,4.65E-05,0.003807994,0.004590204,8.20E-05,0.003989713,0,4.63E-05,0,0.001483623,0.001920327,0.000213523,0.000175451,0,0.000111745,0,0
6972.64,0.007005751,0.017799356,0.000213968,0.000149245,0.006284571,0.000105338,9.97E-05,0.002252837,0.002018847,0.000102548,0.003079556,0.004359649,0.000100166,0.003788391,0,5.65E-05,0,0.001216737,0.001262305,0.000204584,8.93E-05,0,7.28E-05,0,0
7002.76,0.015227607,0.012874909,0.000239384,0.000112992,0.005277261,5.85E-05,9.38E-05,0.0015815,0.000775518,8.03E-05,0.002323628,0.002319052,7.20E-05,0.001750258,0,3.34E-05,3.21E-05,0.000837767,0.00074401,0.000120309,3.71E-05,3.56E-05,3.25E-05,0,0
7032.88,0.014743676,0.013125333,0.000218416,0.000115232,0.005260238,6.72E-05,7.74E-05,0.001647274,0.000776369,7.75E-05,0.002447946,0.002258501,7.49E-05,0.001666814,0,2.14E-05,0,0.00084944,0.000755776,0.00014121,4.66E-05,4.11E-05,6.39E-05,0,0
7063,0.003122474,0.017657886,0.000196586,0.000128873,0.003793315,0.000345126,0.000100387,0.002520417,0.002067812,0.000103801,0.003489682,0.004081866,0.000130395,0.003295831,0,4.55E-05,0,0.001301861,0.001833,0.000572185,0.000161803,0,0.000264344,0,0
7093.12,0.004158444,0.014937211,8.14E-05,7.56E-05,0.001886613,0.000143318,6.24E-05,0.002400386,0.000476766,4.18E-05,0.00303073,0.001589289,0.000124826,0.000771397,5.56E-05,3.58E-05,0.000136285,0.001159266,0.001778766,0.00038321,0.000162912,0.000123452,0.000155094,2.15E-05,1.91E-05
7126,0.006161826,0.019366006,8.24E-05,0.000205933,0.006317153,0.000124692,7.22E-05,0.002376042,0.002452686,4.60E-05,0.003813118,0.004959674,7.32E-05,0.004157281,0,3.07E-05,0,0.001523555,0.001785843,0.000178923,0.000177423,0,0.000125702,0,0
7156.12,0.004754457,0.017765719,9.02E-05,8.89E-05,0.004060725,0.000204123,7.69E-05,0.002391937,0.002610425,8.57E-05,0.003321137,0.005215022,9.42E-05,0.004865857,0,4.10E-05,0,0.001196896,0.001950966,0.00027102,0.000192364,0,0.000116778,0,0
7186.24,0.014944232,0.01428006,0.000211247,0.000120658,0.005377528,0.000197602,6.62E-05,0.001607763,0.00101705,6.51E-05,0.002480664,0.002546077,8.55E-05,0.001897091,0,2.18E-05,0,0.000721797,0.000945624,0.000137642,4.56E-05,4.51E-05,5.56E-05,0,0
7216.36,0.004826444,0.017476915,0.000135858,0.000111794,0.004495217,0.000283312,9.79E-05,0.002362346,0.001310452,6.46E-05,0.003312217,0.002874752,9.86E-05,0.002418314,0,4.79E-05,4.81E-05,0.001739043,0.001275787,0.000531366,0.00025171,0,0.000261993,2.08E-05,1.92E-05
7246.48,0.005203679,0.018488105,0.000104389,0.000189907,0.005656842,0.000141513,7.87E-05,0.00202614,0.002102338,4.80E-05,0.003394046,0.004185189,6.62E-05,0.003589617,0,4.13E-05,0,0.001361722,0.001490115,0.000181954,0.000135092,0,7.85E-05,0,0
7276.6,0.012734475,0.01287038,0.000165716,9.15E-05,0.004719475,0.000134089,5.21E-05,0.001316096,0.000785806,5.34E-05,0.002045716,0.002073758,6.90E-05,0.001536078,0,1.86E-05,0,0.000602255,0.00064299,0.000158411,4.16E-05,4.10E-05,5.95E-05,0,0
7306.72,0.003554714,0.017777667,6.70E-05,9.33E-05,0.003344499,0.000330322,0.000115195,0.002362627,0.002416766,6.89E-05,0.003343271,0.004619358,0.000101532,0.004377878,0,3.60E-05,0,0.001240701,0.001910107,0.000531096,0.000137264,0,0.000246886,0,0
7336.84,0.005295769,0.016386292,6.77E-05,0,0.002737157,0.00018173,0.000109867,0.002571717,0.000905402,4.92E-05,0.003522337,0.002687868,8.27E-05,0.001375696,7.14E-05,4.46E-05,0.000100676,0.001546758,0.002185777,0.000512145,0.000176772,0.000162904,0.00020496,2.05E-05,0
7366.96,0.002428294,0.017402592,1.00E-04,0.000110603,0.001997074,0.00041852,0.000137706,0.002684322,0.001225458,6.34E-05,0.003998675,0.002594576,0.000114911,0.001799126,0,4.76E-05,8.40E-05,0.002268501,0.001531902,0.00068926,0.000366682,0.000209948,0.000360866,3.61E-05,2.91E-05
7397.08,0.002761395,0.017641046,0.000116471,0.000109561,0.002403184,0.000555591,0.000116101,0.002762869,0.001416758,7.07E-05,0.003752966,0.002789799,0.000136598,0.00199767,5.35E-05,7.64E-05,0.000149031,0.002214327,0.00176449,0.001123324,0.000325377,0,0.000587983,3.25E-05,3.41E-05
7427.2,0.003728407,0.018412867,0.000127319,0.000111244,0.004546738,0.000447246,0.000110074,0.0026408,0.001952373,7.93E-05,0.003481476,0.003763867,0.000115864,0.00332707,0,6.38E-05,8.66E-05,0.00162611,0.002206447,0.000737533,0.000219974,0.000210341,0.000361578,2.07E-05,0
7457.32,0.006050394,0.018068582,0.000191157,0.000137884,0.005956938,0.000154535,8.34E-05,0.002100974,0.002011635,8.25E-05,0.002977777,0.004182387,9.75E-05,0.0037423,0,2.97E-05,0,0.001134013,0.001236383,0.000232983,9.00E-05,0,9.19E-05,0,0
7487.44,0.002527151,0.016602404,0.000161707,0.000109735,0.003249682,0.000295419,8.86E-05,0.002039251,0.001849608,8.34E-05,0.002963689,0.003563913,0.000107571,0.002895119,0,3.03E-05,0,0.000989757,0.001489462,0.000403036,0.000116721,0,0.000181702,0,0
7517.56,0.003018669,0.017642803,6.05E-05,7.93E-05,0.002965329,0.000291149,8.31E-05,0.00227021,0.002299404,6.81E-05,0.003135336,0.004541217,9.43E-05,0.004335968,0,3.15E-05,0,0.001182003,0.001906007,0.00052642,0.000129743,0,0.000241527,0,0
7547.68,0.003654539,0.018400329,0.000137099,0.000126082,0.004534845,0.000342781,0.000126261,0.002579528,0.002003809,7.50E-05,0.003487509,0.004070798,0.000112455,0.003502923,0,4.02E-05,4.09E-05,0.001565355,0.001706177,0.000570964,0.000192288,0,0.00026972,1.56E-05,0
7577.8,0.004485213,0.018336936,8.71E-05,0.000154825,0.0053654,0.000184104,0,0.002026006,0.002320047,4.48E-05,0.003392085,0.004477426,7.12E-05,0.003697136,0,2.94E-05,0,0.001262188,0.001589427,0.000236797,0.000129891,0,0.000100515,0,0
7607.92,0.004694458,0.01891782,5.56E-05,0.000138613,0.004869093,0.000496012,9.65E-05,0.002411037,0.002466801,3.82E-05,0.003603831,0.004022616,7.71E-05,0.003618233,0,2.62E-05,0,0.001417273,0.002073989,0.000772587,0.00021431,0,0.000379102,0,0
7638.04,0.003922462,0.016051303,4.27E-05,0,0.001824549,0.000171138,0.000181694,0.002387159,0.000674908,4.15E-05,0.003859665,0.002051817,5.01E-05,0.000853169,6.06E-05,4.27E-05,0.000130757,0.00203729,0.001395145,0.000326823,0.000208613,0.000169687,0.000163854,3.31E-05,2.12E-05
7668.16,0.002168739,0.016916212,3.52E-05,0.000135735,0.001284505,0.000871762,0.000200005,0.002622598,0.001017737,5.65E-05,0.003342231,0.001430047,0,0.001183963,7.46E-05,3.27E-05,4.41E-05,0.002731191,0.00163892,0.001866107,0.000310627,0.000261747,0.00101544,2.67E-05,8.31E-05
7698.28,0.004747929,0.018152864,0.000133936,0.000144835,0.005184136,0.000261601,0.000153971,0.002193478,0.001977479,6.69E-05,0.00326417,0.003803935,9.56E-05,0.003367256,0,3.07E-05,0,0.001426022,0.001502949,0.000400729,0.000139263,0.000152503,0.000178414,0,0
7728.4,0.001890844,0.017674674,5.32E-05,0,0.000940854,0.00083607,0.000122431,0.002535946,0.000924712,5.59E-05,0.00363552,0.001860681,0.000166192,0.000958826,8.00E-05,4.28E-05,0,0.001952614,0.002504596,0.00189918,0.000348666,0,0.000971757,3.31E-05,4.46E-05
7758.52,0.015447444,0.01460548,0.000190138,0.00012823,0.005889098,6.04E-05,6.91E-05,0.001479475,0.00087494,6.10E-05,0.002285517,0.002373062,6.57E-05,0.001795539,0,2.65E-05,0,0.001415671,0.000794851,0.000156061,7.11E-05,4.43E-05,3.29E-05,0,0
7788.64,0.002480916,0.017097495,0.000110468,0.00010273,0.001970791,0.000522695,0.000129519,0.002574609,0.001043469,7.60E-05,0.003766399,0.002280387,0.000221036,0.001349809,8.20E-05,8.43E-05,0.00013114,0.002189339,0.001731621,0.001226821,0.000359078,0,0.000631262,3.75E-05,3.50E-05
7818.76,0.005491128,0.01810088,0.000155267,0.000137298,0.00533991,0.000261627,0.000101242,0.002293261,0.00190201,7.49E-05,0.003234164,0.003878628,0.000106548,0.003434288,0,3.46E-05,0,0.001672423,0.001306558,0.000516677,0.000159475,0,0.0002484,1.22E-05,1.49E-05
7848.88,0.00372627,0.017337618,8.60E-05,8.83E-05,0.004133639,0.000217792,7.82E-05,0.001947653,0.002272755,6.44E-05,0.002787582,0.004367423,8.29E-05,0.00414948,0,2.59E-05,0,0.000985395,0.001406155,0.000290266,9.12E-05,0,0.00012149,0,0
7879,0.00336331,0.017599402,6.72E-05,0.000103182,0.003441588,0.000383807,0.000128339,0.002195213,0.002187419,6.23E-05,0.003078222,0.004032112,0.000101406,0.003915788,0,2.69E-05,0,0.001149357,0.00168161,0.000636529,0.000126481,0,0.000302035,0,0
7909.12,0.004591985,0.015819778,3.90E-05,7.86E-05,0.00193402,0.000182015,0.00019708,0.002481676,0.000654511,4.43E-05,0.004046267,0.002012885,4.64E-05,0.000791837,5.17E-05,5.42E-05,0.000180528,0.002336191,0.00123631,0.000329238,0.000251217,0.000180112,0.000170099,3.91E-05,2.67E-05
7939,0.001811425,0.016840873,8.01E-05,7.81E-05,0.001433361,0.000459731,8.78E-05,0.002298578,0.001065776,5.63E-05,0.003269865,0.002257817,0.000110166,0.001511254,5.18E-05,3.84E-05,6.46E-05,0.001816371,0.001730177,0.001013933,0.000275292,0,0.00050699,2.52E-05,2.84E-05
7969.12,0.004874792,0.019854127,8.45E-05,0.000133458,0.005520851,0.000326302,0,0.002396198,0.002652688,4.31E-05,0.003544317,0.004662684,8.34E-05,0.004050659,0,7.83E-05,0,0.001763991,0.00239347,0.000457661,0.000244379,0,0.000219592,0,0
7999.24,0.004152308,0.017650948,7.59E-05,0,0.003220672,0.000181193,6.94E-05,0.002216798,0.002408092,8.51E-05,0.003048697,0.005066657,9.08E-05,0.004610421,0,2.66E-05,0,0.00111333,0.00183391,0.000299346,0.000120287,0,0.000114767,0,0
8029.36,0.005947064,0.017495634,0.000202046,0.000123105,0.005769413,0.000140714,8.01E-05,0.002013223,0.001847959,9.03E-05,0.00278199,0.004075378,9.31E-05,0.003531117,0,3.28E-05,0,0.000981193,0.001106123,0.000236417,7.78E-05,0,9.17E-05,0,0
8059.48,0.006913251,0.015395238,9.01E-05,8.35E-05,0.003266789,0.000156089,0.000103814,0.002565554,0.000712627,5.67E-05,0.003415698,0.002253186,8.55E-05,0.001176663,4.59E-05,5.94E-05,0.000166357,0.001611013,0.001298584,0.000353217,0.000204424,0.000127068,0.000153221,2.06E-05,1.27E-05
8089.6,0.002116782,0.017321968,9.30E-05,9.05E-05,0.001781966,0.000560248,0.000111393,0.002575873,0.001262131,6.71E-05,0.00367099,0.002554332,0.000131284,0.001769402,0,4.36E-05,4.38E-05,0.001784871,0.001997168,0.001327904,0.000320735,0,0.000671612,3.02E-05,5.42E-05
