NaOH/ mM,formaldehyde/ mM,C4_-H_NaCa_2p,C5_Ca_2p_I1,C5_Ca_2p_I2,C2_Ca_I1,C2_Ca_I2,C6-H2O_Ca_2p_I1,C6-H2O_Ca_2p_I2,C6_Ca_I1,C6_Ca_I2,C6_Ca_I3,C6_Ca_I4,C6_Ca_I5,C6_Ca_I6,C7-O_Ca_2p_I1,C7-O_Ca_2p_I2,C7-O_Ca_2p_I3,C6+H2O_Ca_2p_I1,C6+H2O_Ca_2p_I2,C6+H2O_Ca_2p_I3,C6+H2O_Ca_2p_I4,C7_Ca_2p_I1,C7_Ca_2p_I2,C7_Ca_2p_I3,C7_+H2_Ca_2p_I1,C7_+H2_Ca_2p_I2,C7_+H2_Ca_2p_I3,C7_+H2_Ca_2p_I4,C7_+H2_Ca_2p_I5,C6+2H2O_Ca_2p_I1,C6+2H2O_Ca_2p_I2,C6+2H2O_Ca_2p_I3,C6+2H2O_Ca_2p_I4,C3_Ca_I1,C7+H2O_Ca_2p_I1,C7+H2O_Ca_2p_I2,C7+H2O_Ca_2p_I3,C7+H2O_Ca_2p_I4,C9-O2_Ca_2p_I1,C9-O2_Ca_2p_I2,C9-O2_Ca_2p_I3,C9-O2_Ca_2p_I4,C8_Ca_2p_I1,C8_Ca_2p_I2,C8_Ca_2p_I3,C8_Ca_2p_I4,C8_+H2_Ca_2p_I1,C8_+H2_Ca_2p_I2,C8_+H2_Ca_2p_I3,C7+2H2O_Ca_2p_I1,C7+2H2O_Ca_2p_I2,C7+2H2O_Ca_2p_I3,C9-O_Ca_2p_I1,C9-O_Ca_2p_I2,C9-O_Ca_2p_I3,C9-O_Ca_2p_I4,C8+H2O_Ca_2p_I1,C8+H2O_Ca_2p_I2,C8+H2O_Ca_2p_I3,C8+H2O_Ca_2p_I4,C9_Ca_2p_I1,C9_Ca_2p_I2,C9_Ca_2p_I3,C9_Ca_2p_I4,C4_Ca_I1,C4_Ca_I2,C9+H2O_Ca_2p_I1,C9+H2O_Ca_2p_I2,C9+H2O_Ca_2p_I3,C9+H2O_Ca_2p_I4,C10_Ca_2p_I1,C10_Ca_2p_I2,C10_Ca_2p_I3,C10_Ca_2p_I4,C5_Na_I1,C5_Na_I2,C10+H2O_Ca_2p_I1,C10+H2O_Ca_2p_I2,C10+H2O_Ca_2p_I3,C11_Ca_2p_I1,C11_Ca_2p_I2,C6-H2O_Na_I1,C6-H2O_Na_I2,C6-H2O_Na_I3,C6-H2O_Na_I4,C11+H2O_Ca_2p_I1,C11+H2O_Ca_2p_I2,C11+H2O_Ca_2p_I3,C7-O-H2O_Na_I1,C7-O-H2O_Na_I2,C7-O-H2O_Na_I3,C7-O-H2O_Na_I4,C7-O-H2O_Na_I5,C7-O-H2O_Na_I6,C12_Ca_2p_I1,C12_Ca_2p_I2,C12_Ca_2p_I3,C6_Na_I1,C6_Na_I2,C6_Na_I3,C6_Na_I4,C12+H2O_Ca_2p_I1,C12+H2O_Ca_2p_I2,C12+H2O_Ca_2p_I3,C7_Na_I1,C7_Na_I2,C7_Na_I3,label
29.2663,55.9787,0.000652727,0.001339698,0.000366015,0.000630858,0.000210963,0.005903854,0.000635262,0.049757108,0.013056082,0.001438866,0.000638468,0.001422613,0.000285882,0.008971891,0.002789181,0.000617029,0.005636149,0.004776734,0.001332563,0.000595224,0.014157212,0.008240064,0.000860605,0.00135122,0.001956823,0.00088053,0.000520519,0.000254405,0.00031701,0.000820687,0.000456852,0.000318339,0.000377482,0.002026654,0.004700593,0.000554318,0.000507585,0.000446753,0.000993032,0.001389409,0.000232074,0.000483489,0.006481702,0.004071288,0.000485929,0.000334393,0.001112991,0.00028034,0.000380333,0.001306179,0.000354289,0.00044726,0.001943884,0.006394273,0.000395184,0.000489323,0.002739668,0.002779693,0.000444826,0.00204913,0.010890528,0.061224246,0.008054729,0.000372885,0.000179641,0.000784511,0.013471101,0.000245721,0.000571812,0.004336441,0.021673923,0.000267566,0.000715941,0.000468784,0.003769343,0.004542417,0.005262217,0.000309224,0.006732723,0.000418774,0.000176979,0.000182497,0.000188171,0.000178479,0.000822474,0.002408743,0.000249815,0.000148966,0.000274481,0.000355832,0.000230774,0.000158157,0.000154409,0.000924366,0.005784915,0.000254486,0.001310676,0.008369926,0.011017841,0.004083604,0.000353708,0.001088208,0.000214771,0.001439954,0.000635659,0.000593078,0
19.0667,53.2229,0.000617153,0.001125197,0.000297632,0.001765717,0.000354612,0.005633335,0.000689859,0.053501688,0.01200185,0.001191217,0.001152529,0.001633556,0.000143128,0.014705779,0.002522602,0.000463323,0.005809744,0.004016895,0.000706334,0.000614711,0.02395913,0.004883486,0.000827392,0.001868961,0.002869879,0.000603082,0.000311233,0.000159934,0.000205307,0.000721439,0.000267566,0.000214237,0.000759719,0.002715588,0.004842161,0.000354269,0.000600008,0.000241871,0.00055362,0.000480719,0.000124323,0.000254452,0.007945675,0.001471786,0.000506133,0.000304701,0.001391291,0.000170777,0.000322439,0.001240003,0.000250536,0.000302242,0.002360331,0.004841921,0.000187448,0.00054751,0.002747945,0.001647069,0.000431154,0.005423389,0.030756348,0.078262982,0.01914121,0.001096565,0.000103386,0.000964567,0.013727094,0.000158425,0.000253402,0.003366259,0.024187756,0.000175045,0.000234807,0.000126151,0.000491675,0.003060789,0.007895422,0.000155772,0.005973893,0.000180909,0.000118233,9.83e-05,9.32e-05,8.77e-05,0.000577274,0.002389537,0.000129369,8.92e-05,0.000128578,0.000158971,0.000114255,9.47e-05,7.96e-05,0.00081281,0.003513337,0.000140986,0.001038069,0.005531394,0.004456431,0.001473801,0.000226486,0.000911701,0.000134594,0.001033629,0.000395353,0.000245088,0
20.0,45.0,0.000632259,0.001202321,0.000288588,0.001591633,0.000291573,0.005819782,0.000692389,0.054643391,0.012571372,0.001201974,0.001129048,0.001755306,0.000162034,0.012674485,0.002129527,0.000454965,0.006188938,0.004073476,0.000695167,0.000661806,0.023446587,0.004965601,0.000926182,0.001673214,0.002605713,0.000523545,0.000284704,0.000160432,0.000214344,0.000798707,0.000274356,0.000237486,0.000686975,0.002767416,0.004951106,0.000423605,0.000591139,0.000256156,0.000564871,0.000529629,0.000143972,0.000284101,0.007832934,0.001643602,0.000529641,0.000288349,0.001233817,0.000178357,0.000354375,0.001198911,0.000273572,0.000329213,0.002316887,0.004922711,0.000179306,0.000573078,0.002823435,0.00154685,0.000420097,0.005626853,0.031697697,0.082798081,0.015774276,0.000950037,0.000107223,0.00106981,0.014941657,0.000161107,0.000256483,0.003779481,0.025867474,0.000182519,0.000248649,0.000135582,0.000617828,0.00362984,0.00766831,0.000159543,0.006386793,0.000187588,0.000108132,0.000104644,0.000105427,0.000100365,0.000683207,0.002415752,0.000144245,9.54e-05,0.000132257,0.000168409,0.00011561,9.47e-05,8.96e-05,0.000900314,0.003783771,0.00014684,0.001145685,0.005795556,0.004587604,0.001332811,0.000254605,0.000979009,0.000127564,0.001029147,0.000377773,0.000296004,0
14.7857,32.5614,0.000621904,0.001205568,0.000323578,0.00297174,0.000578923,0.005658205,0.000827644,0.055489869,0.014159732,0.001476099,0.001455896,0.001597777,0.000116339,0.013137092,0.002207576,0.000260409,0.006152766,0.004424558,0.00073838,0.000559029,0.027460905,0.005116437,0.00077292,0.001644988,0.002437706,0.000500858,0.000249334,0.000125178,0.00018825,0.000538403,0.000207231,0.000168004,0.001081575,0.002895788,0.004431008,0.000285751,0.000557386,0.000209178,0.000358163,0.000218687,0.000108947,0.000229038,0.00891869,0.00077162,0.00046613,0.000276026,0.001039254,0.000128291,0.00027962,0.001029906,0.000214153,0.000265067,0.002192909,0.003401183,0.000139651,0.000622005,0.002509921,0.001079622,0.000346003,0.008973188,0.043465356,0.077452553,0.01898745,0.001809034,9.11e-05,0.001008602,0.012616247,0.000130155,0.000196406,0.003237474,0.023433359,0.000167885,0.000179526,8.44e-05,0.000156768,0.002404734,0.007792504,0.000130986,0.005334474,0.000138133,9.94e-05,8.02e-05,8.08e-05,6.46e-05,0.000576842,0.002094914,0.000114273,7.21e-05,9.36e-05,0.000108819,8.76e-05,7.9e-05,8.26e-05,0.00097017,0.002430301,0.000108517,0.00103935,0.004793881,0.002403822,0.000615887,0.000224665,0.000869064,0.000105219,0.000795113,0.000302287,0.000207241,0
22.2614,25.0077,0.000713324,0.001370463,0.000321658,0.001321706,0.00025423,0.006607371,0.000754913,0.06153824,0.014326681,0.001306035,0.001049349,0.001882341,0.000192878,0.007178222,0.001319054,0.000349666,0.006916408,0.004496167,0.000820409,0.000730347,0.020510239,0.005203555,0.000984498,0.001032482,0.001817035,0.00043336,0.00029254,0.000168365,0.000235598,0.000890812,0.000284823,0.000263473,0.000571196,0.002520679,0.004698569,0.00047261,0.000573052,0.000285104,0.000581769,0.000775829,0.00014523,0.000359037,0.006708414,0.001785171,0.000482041,0.000240571,0.000731951,0.000172671,0.000362074,0.001023084,0.000276044,0.000395062,0.002127964,0.005286143,0.000201979,0.000481615,0.002328683,0.00135697,0.00036861,0.005169136,0.02940268,0.090299898,0.014100886,0.000749425,0.00011885,0.00116296,0.017116154,0.000182394,0.000293719,0.003629821,0.026589068,0.000200588,0.000318322,0.000148307,0.000776371,0.004333507,0.006408314,0.000192717,0.006182194,0.000211601,0.000102768,0.000110716,0.000122415,0.000104736,0.000669345,0.002209533,0.000164125,9.44e-05,0.000136414,0.000157766,0.000124504,0.000102429,0.000109649,0.000920385,0.004880017,0.000174401,0.001217409,0.006349677,0.004104741,0.001149872,0.0002892,0.000864013,0.000146579,0.000933332,0.000435056,0.000642223,0
10.698,20.6185,0.000658805,0.00128956,0.000367423,0.004369592,0.000865748,0.00584816,0.000956837,0.058239622,0.016185329,0.001727265,0.001587149,0.001519432,0.000105667,0.01094407,0.001908273,0.000173404,0.00642068,0.004979562,0.000827844,0.000505034,0.027590425,0.005301572,0.000689987,0.001347239,0.002026574,0.000430105,0.000230938,0.000111696,0.000179451,0.000406834,0.000185169,0.000150976,0.001537779,0.002762111,0.003667026,0.00023799,0.000497881,0.000182021,0.000256453,0.000145486,9.7e-05,0.000206175,0.008533702,0.000487025,0.000369673,0.000219782,0.000732153,0.000108342,0.000233938,0.000756072,0.000189036,0.000247557,0.001876731,0.002442039,0.000123674,0.00060294,0.001912588,0.000697599,0.000258094,0.011321226,0.049026524,0.074218826,0.019105853,0.00272813,8.55e-05,0.000958368,0.011614809,0.000140613,0.000161749,0.002933684,0.021061451,0.000156681,0.000157707,6.52e-05,7.97e-05,0.001922045,0.007287073,0.00012627,0.004206545,0.000118332,7.66e-05,7.62e-05,7.48e-05,7.07e-05,0.000530828,0.001643139,9.8e-05,6.42e-05,7.34e-05,8.32e-05,6.83e-05,7.06e-05,6.28e-05,0.001283018,0.001858,0.000101504,0.000914764,0.003873162,0.001261348,0.000238753,0.000240625,0.000724122,9.52e-05,0.000522606,0.00020337,0.000146579,0
27.8312,12.1625,0.000983553,0.001824445,0.000412995,0.000768494,0.000217727,0.008658232,0.000972974,0.070055593,0.020396789,0.001912542,0.00076033,0.001742226,0.000296877,0.00310365,0.0009143,0.000335239,0.008629051,0.006435393,0.001696783,0.000733518,0.010541812,0.005844566,0.000748411,0.000587389,0.000904637,0.000479058,0.000392934,0.000239346,0.000344486,0.001089019,0.000473104,0.000378406,0.000403836,0.001639478,0.003462818,0.000514692,0.000360219,0.000523052,0.001054489,0.001608827,0.000236107,0.000537988,0.004581347,0.001471825,0.00031335,0.000274079,0.000467516,0.000230522,0.000365776,0.000708561,0.000282687,0.000560978,0.002287272,0.007128662,0.000422989,0.000407707,0.001301962,0.000817291,0.000262587,0.003476126,0.017790557,0.077425298,0.005776498,0.000398844,0.000165468,0.00135564,0.018287205,0.000278282,0.000682657,0.003614954,0.017562508,0.000277617,0.000642852,0.000226166,0.000987961,0.004596328,0.002144617,0.000302489,0.003350633,0.0002993,0.000175048,0.000184538,0.000197688,0.000171657,0.000579234,0.000838142,0.000238762,0.00012852,0.000185859,0.000214211,0.000177316,0.000167013,0.000156398,0.001059945,0.006699742,0.000270447,0.001965612,0.009307516,0.004535933,0.00135247,0.000386294,0.00089987,0.000228079,0.000794983,0.000781852,0.001497832,0
33.9582,42.4307,0.000699816,0.001505675,0.000443456,0.000491154,0.00024009,0.005790885,0.000774066,0.041168019,0.018519574,0.002244192,0.000624366,0.000999086,0.000332509,0.004283376,0.002030927,0.000458347,0.006114559,0.006397761,0.002637006,0.000524387,0.010881558,0.010193743,0.000695208,0.000917652,0.001467139,0.000774386,0.000577242,0.00032234,0.000409696,0.001128565,0.000729814,0.000364703,0.000361526,0.002308138,0.005651231,0.000633859,0.000415119,0.000573745,0.001037025,0.001469653,0.000278783,0.000640472,0.007041009,0.004458311,0.000410963,0.000401909,0.000828491,0.000313435,0.000532431,0.001449124,0.000365091,0.000583318,0.002148089,0.006377519,0.000521895,0.000679482,0.003208756,0.002300997,0.000371798,0.002411783,0.010198125,0.041317477,0.001708005,0.000329444,0.000241675,0.001187133,0.010429563,0.000367411,0.000656266,0.007379587,0.012816676,0.000402787,0.000788701,0.000917753,0.005711692,0.005659693,0.001839308,0.000451232,0.005772192,0.000528117,0.000252267,0.000260314,0.000255977,0.000233652,0.00129697,0.001580499,0.000363039,0.000198897,0.00029706,0.000321627,0.000230202,0.000215151,0.000238511,0.001420723,0.003222012,0.000365707,0.003246357,0.011701582,0.009690572,0.00195752,0.000566491,0.001193638,0.000305001,0.00141677,0.001024223,0.001248817,0
40.0,45.0,0.000671643,0.001359849,0.000561007,0.000435469,0.00030829,0.004064521,0.000800578,0.025875033,0.017868433,0.003735747,0.000698502,0.000675062,0.000397264,0.003603362,0.00226468,0.000528277,0.004653137,0.007064363,0.004273341,0.000502446,0.008477077,0.010192214,0.000606351,0.001117897,0.001809754,0.001039614,0.000672372,0.000398463,0.000526956,0.001436681,0.001075563,0.000466316,0.000439459,0.002332276,0.005802633,0.000637645,0.000449604,0.000692117,0.001144695,0.001368956,0.000411993,0.000681124,0.006659541,0.004326172,0.000452841,0.000531748,0.001060934,0.000417272,0.000682491,0.001578231,0.000450859,0.000709259,0.002464147,0.006065623,0.000603829,0.000842831,0.003360939,0.002160698,0.000442189,0.002262655,0.00817122,0.024300146,0.001099416,0.000370968,0.000338513,0.00133271,0.006854159,0.000469449,0.000616948,0.008163278,0.006810946,0.000520163,0.000687645,0.00165225,0.007551425,0.004559011,0.000914915,0.00052969,0.004200492,0.000560398,0.00032487,0.000358249,0.000368171,0.000337888,0.001336128,0.001095503,0.000447897,0.000258329,0.000377053,0.000425057,0.000309613,0.000254175,0.000321529,0.001482907,0.001483009,0.000451159,0.004911059,0.013977175,0.009838587,0.001619745,0.000701206,0.001140792,0.000395674,0.001468622,0.00134212,0.001439462,0
45.3739,40.9625,0.000728176,0.001279549,0.00073371,0.000484407,0.000344762,0.003041866,0.000909465,0.017096763,0.015125045,0.005414778,0.000785674,0.000665286,0.000513207,0.002774649,0.002135712,0.000588674,0.003573722,0.007061383,0.005889212,0.000596703,0.006676008,0.0094469,0.000617321,0.001104695,0.00175784,0.001117909,0.00084527,0.000490779,0.000657389,0.001635618,0.001394159,0.000567295,0.000531906,0.002168019,0.005440213,0.000659542,0.000515553,0.000808622,0.001180158,0.001282112,0.000513836,0.000722964,0.005794812,0.003953294,0.000543952,0.00063851,0.001115234,0.000519945,0.000804242,0.00154841,0.000525771,0.00077207,0.002361362,0.005566846,0.000636243,0.000928712,0.003164593,0.002010313,0.000494075,0.002024718,0.006354691,0.015427767,0.001042266,0.000501138,0.00043849,0.001320846,0.004660687,0.000550937,0.00065983,0.007210856,0.00427931,0.000622715,0.00065994,0.002368635,0.00932982,0.003568186,0.00075702,0.000588104,0.002986741,0.000623894,0.000399468,0.000442615,0.000470051,0.000417488,0.001225188,0.000924955,0.000559517,0.00037151,0.000466243,0.000453087,0.000392044,0.000381885,0.000354936,0.001392597,0.000925336,0.000522872,0.006089656,0.015370664,0.010129849,0.001636845,0.000751158,0.001001061,0.000507211,0.001571912,0.001880608,0.001905317,0
45.3739,40.9625,0.000763257,0.001339299,0.00091609,0.000569517,0.00047898,0.002115453,0.001068788,0.010600803,0.011419617,0.006896687,0.001440999,0.00087194,0.000697551,0.001807344,0.002304561,0.000703861,0.002105481,0.005547786,0.006803434,0.000725417,0.004477523,0.00885799,0.000796319,0.001004003,0.001303913,0.001377906,0.001023249,0.000611302,0.000731083,0.001454619,0.001655135,0.000679573,0.000802544,0.001344448,0.003374826,0.000769777,0.000622333,0.000830642,0.001247268,0.00124933,0.00065936,0.000770812,0.004033167,0.003437457,0.000707813,0.000708628,0.001041239,0.000677259,0.000752245,0.001371926,0.000733664,0.000764284,0.001681655,0.00489324,0.000814691,0.000789836,0.002263733,0.00234285,0.00067258,0.001299711,0.003374574,0.016919485,0.001832519,0.000833942,0.000580168,0.000861407,0.005415608,0.000658528,0.000856159,0.003039191,0.00668307,0.000665316,0.000918814,0.00236875,0.022600846,0.002522702,0.001377455,0.00072856,0.003161587,0.000790569,0.000528685,0.000543916,0.000624692,0.000674877,0.000941646,0.001245014,0.000662818,0.000395397,0.000475763,0.000521781,0.000501515,0.000422487,0.000495077,0.000972738,0.001646085,0.000686688,0.003092884,0.020463381,0.022098587,0.006662445,0.000714378,0.00103952,0.000674324,0.002765128,0.002527152,0.00314126,0
43.5471,61.9475,0.0006401,0.001218671,0.000741446,0.000483473,0.000403808,0.002037267,0.000859226,0.011653723,0.011368091,0.005134655,0.001065057,0.000760897,0.000580543,0.002750645,0.003261898,0.000664499,0.002115491,0.005434332,0.00540195,0.000634105,0.004946006,0.009095421,0.000711919,0.001136592,0.001604015,0.00152199,0.000926109,0.00051032,0.000602937,0.001290795,0.001414072,0.000550581,0.000569008,0.001346405,0.00380774,0.000683953,0.000582432,0.000688103,0.0011087,0.001188201,0.000538184,0.000667521,0.004708413,0.004206347,0.000617483,0.000628974,0.001220455,0.000576746,0.000668634,0.001472777,0.000573714,0.000688657,0.001895714,0.005062802,0.000716855,0.000741336,0.002723325,0.002666891,0.000579047,0.001328199,0.003865769,0.018025357,0.001650962,0.000555035,0.000446698,0.000848203,0.00556226,0.000560321,0.000769354,0.003643189,0.007089715,0.000616273,0.000817186,0.002985594,0.020707308,0.002852527,0.001347451,0.000664734,0.003837261,0.000709678,0.000391336,0.000486756,0.000588246,0.000565803,0.000976063,0.001295567,0.000566265,0.000354062,0.000441298,0.000503777,0.000456212,0.000387832,0.000407576,0.001044397,0.001691235,0.000570866,0.003607917,0.019110242,0.024840149,0.006367314,0.000670358,0.001040808,0.000550901,0.002777227,0.001836945,0.001911286,0
41.7369,99.142,0.000568156,0.001045786,0.000608365,0.000415288,0.000310162,0.002007821,0.000705553,0.013138383,0.010566993,0.003435511,0.000880785,0.000664018,0.00043245,0.004782542,0.004716811,0.000645753,0.002036658,0.00487998,0.003994491,0.000540762,0.005390952,0.008535375,0.000647083,0.001418486,0.002057121,0.001889354,0.000943341,0.000452997,0.000497969,0.001131852,0.001154104,0.00046497,0.000435669,0.001318803,0.003840912,0.000573722,0.000502544,0.000605347,0.001150535,0.001109232,0.000468615,0.000570022,0.004717656,0.00453785,0.000503436,0.000569722,0.001548018,0.000471013,0.000596289,0.001523214,0.000496574,0.000604516,0.002127094,0.005263927,0.000692546,0.000634122,0.002985855,0.003001107,0.000526538,0.001233964,0.004020859,0.019204585,0.001905191,0.000386532,0.000342958,0.000767924,0.005873943,0.000484819,0.000648117,0.003747567,0.007901761,0.000503902,0.000745958,0.003269344,0.015733479,0.002796457,0.001520863,0.000547069,0.004333998,0.00063008,0.00032567,0.000490099,0.000547167,0.000421377,0.000914414,0.001366197,0.000454463,0.000341188,0.000440061,0.000539755,0.000468199,0.000332288,0.000289187,0.001054008,0.001884311,0.00049146,0.003208443,0.016956758,0.028524732,0.007976619,0.000603389,0.000986049,0.000442781,0.002624296,0.001371204,0.001109689,1
48.2865,106.4908,0.000622576,0.001046131,0.000731095,0.000469212,0.000371516,0.001425412,0.000743158,0.008055539,0.00799728,0.003573874,0.000947785,0.000703474,0.000500311,0.003780717,0.004410214,0.00068469,0.001606437,0.004127485,0.00413939,0.000582927,0.00421598,0.007344157,0.00067078,0.001397159,0.002106731,0.001975848,0.00105351,0.000533016,0.00061495,0.001152732,0.001254113,0.000539373,0.000517396,0.001356206,0.003382234,0.000636617,0.000576967,0.000678142,0.001176112,0.001059979,0.000517767,0.000649838,0.004139641,0.004157421,0.000588474,0.000669398,0.001672068,0.000590953,0.000646106,0.001450968,0.000529979,0.000674774,0.002166941,0.004564488,0.000690548,0.000734272,0.002767804,0.002728766,0.00058577,0.001158378,0.003253614,0.012585045,0.001430189,0.000454686,0.000440555,0.000817139,0.004251566,0.000559397,0.000669101,0.00340807,0.005261187,0.00058585,0.000732392,0.00449125,0.019758176,0.002303952,0.001118592,0.000602525,0.003436246,0.000689398,0.000429732,0.000659338,0.000806172,0.000501158,0.000911634,0.001130953,0.000557732,0.000347615,0.000514353,0.000683122,0.000580173,0.000383534,0.000398655,0.001039927,0.001246732,0.000562573,0.003929409,0.019267273,0.03080876,0.008179706,0.000658886,0.000947013,0.000525481,0.002726399,0.001609167,0.001326224,1
40.0,115.0,0.000522528,0.000961107,0.000556522,0.000404743,0.000298486,0.002125978,0.000650144,0.014749592,0.010438492,0.002569699,0.000749262,0.000675984,0.000398267,0.005892078,0.005064103,0.000662321,0.002159133,0.004689206,0.003320798,0.000498384,0.005783237,0.008193111,0.000618247,0.001528307,0.002353231,0.00198751,0.000942902,0.000428072,0.000469475,0.001005413,0.001034416,0.000445287,0.000392007,0.001390704,0.003977176,0.000534324,0.000456212,0.000581577,0.001255541,0.001041025,0.000438257,0.000536348,0.004719453,0.004577262,0.000489842,0.000534844,0.001757295,0.00044634,0.000542215,0.001437871,0.000443474,0.000572423,0.002344605,0.005704848,0.000684724,0.000613648,0.003055718,0.003068076,0.000469947,0.001225673,0.004200171,0.02097903,0.002011911,0.000340283,0.000318131,0.000737662,0.006092705,0.000412925,0.000628028,0.0038646,0.008649293,0.000456465,0.000703063,0.003190146,0.01241825,0.002912697,0.001652609,0.000480794,0.004637075,0.000576875,0.000285994,0.000462934,0.000530878,0.000352467,0.000934443,0.001407685,0.00041529,0.000276465,0.00042598,0.000573226,0.000510869,0.000288986,0.000283888,0.00106697,0.002122359,0.000446777,0.003120801,0.015912878,0.027530944,0.007859146,0.00055097,0.000993623,0.00040495,0.002473059,0.00131354,0.000956168,1
30.0893,113.4855,0.000506362,0.00097513,0.000353822,0.000421158,0.00021648,0.003692683,0.00051472,0.02868937,0.010076077,0.001313058,0.000570984,0.000992147,0.000293912,0.009412577,0.00389044,0.000811882,0.003282611,0.003746054,0.00146277,0.000504737,0.009178817,0.007404349,0.000711087,0.001752298,0.002400274,0.001525025,0.000646983,0.000310411,0.000298791,0.000752817,0.000527093,0.000338193,0.00031683,0.001522673,0.003994106,0.000517325,0.000435811,0.000440969,0.001148646,0.000957125,0.000293485,0.000438533,0.0053967,0.004311314,0.000461071,0.000401789,0.00160561,0.0003542,0.000387685,0.001126326,0.000330576,0.000477956,0.002600695,0.007385828,0.00054471,0.000493959,0.003209862,0.002909658,0.000416549,0.001631621,0.007028688,0.041503572,0.004664405,0.000286452,0.000197436,0.00074392,0.009933514,0.000283041,0.000557777,0.004251088,0.01658822,0.000328379,0.000735571,0.001476663,0.005301095,0.00389662,0.003360413,0.000338862,0.00683987,0.000467973,0.000196909,0.00025559,0.000266967,0.000207835,0.000965967,0.00202124,0.00027855,0.000183155,0.000313793,0.000446587,0.000343944,0.000196514,0.000189913,0.001160085,0.004531017,0.000302819,0.002407076,0.01185487,0.018217125,0.005242297,0.000441774,0.001041655,0.000265331,0.002111727,0.000996752,0.00058539,1
20.0,115.0,0.000502789,0.000887628,0.000259197,0.00099345,0.000236366,0.004503936,0.000492441,0.040075466,0.008401214,0.000912398,0.000817875,0.001533094,0.000181063,0.015786373,0.00307402,0.000764608,0.003984367,0.002713731,0.000565996,0.000558928,0.015909308,0.004250327,0.000771479,0.00227167,0.003518677,0.000981441,0.000402741,0.000212818,0.000197417,0.000659376,0.000289595,0.000225131,0.000504228,0.001825881,0.00377829,0.000370568,0.000497386,0.000252428,0.001062225,0.000565249,0.000170996,0.000284131,0.00610449,0.002000672,0.000556996,0.00035709,0.00199308,0.000254578,0.000297929,0.000929955,0.000248052,0.000355609,0.003215298,0.007090882,0.000280303,0.000454845,0.002709593,0.001928635,0.000409729,0.003521388,0.018926244,0.066372754,0.016555616,0.000632477,0.000121714,0.000822997,0.012064517,0.000180722,0.000279653,0.003247269,0.022151227,0.000193526,0.000315527,0.000391186,0.001151495,0.00302407,0.005920299,0.000182746,0.007265065,0.000262016,0.000115589,0.000128947,0.000120993,0.000109674,0.000645888,0.002307139,0.000160854,0.000109165,0.000167656,0.000224124,0.000191595,0.000115012,0.000101447,0.000922679,0.004183936,0.000172903,0.001743665,0.007549346,0.007861599,0.002250781,0.00029344,0.000927911,0.00015466,0.001467378,0.000684525,0.000300284,0
32.1941,126.8758,0.000480953,0.000978603,0.000385996,0.000404269,0.000218621,0.00333998,0.000503419,0.025611854,0.010219827,0.001405563,0.000584895,0.000954106,0.000323584,0.008657674,0.004123298,0.000858878,0.003133456,0.003948121,0.001745663,0.000491438,0.008131029,0.007238091,0.000702439,0.001615899,0.002220702,0.001342461,0.000618168,0.000316609,0.000325298,0.000778735,0.000587526,0.000318021,0.000329402,0.001482113,0.004049475,0.000516265,0.00041165,0.00046178,0.001205604,0.000939343,0.0003275,0.000482371,0.005343718,0.004280295,0.000469685,0.000444758,0.00159001,0.000377716,0.00041517,0.00112072,0.000328828,0.000488872,0.002665639,0.006981706,0.000606848,0.000516708,0.003324124,0.002947488,0.000432917,0.001623814,0.006801003,0.039103412,0.003771078,0.000279385,0.000204231,0.000812317,0.009178476,0.00031,0.000593816,0.004593965,0.015449533,0.000339102,0.000739036,0.001887613,0.005955508,0.003704878,0.002798508,0.000354103,0.006591074,0.000483679,0.000206102,0.000294894,0.000261586,0.000204574,0.000976252,0.001791736,0.000297178,0.000213247,0.000404364,0.000596485,0.000435339,0.000212884,0.000183472,0.001246286,0.004340112,0.00032375,0.002665144,0.012558556,0.019296527,0.005214583,0.000471789,0.001027436,0.000274763,0.002139059,0.001038398,0.000607686,1
37.9113,133.8043,0.000487854,0.000920373,0.000434394,0.000374027,0.000267525,0.002511893,0.000578315,0.017730024,0.010302073,0.001868241,0.000618207,0.000745118,0.00036022,0.00707932,0.004690029,0.000766754,0.002572253,0.004258265,0.002452764,0.000467323,0.006562343,0.007585856,0.000610274,0.001664667,0.002339699,0.001572279,0.000716321,0.000360036,0.00039274,0.000929959,0.000796296,0.000399236,0.000330858,0.001490093,0.00415301,0.000525568,0.000434076,0.000549955,0.001316167,0.000990308,0.000394119,0.000551654,0.00513891,0.004482493,0.000455229,0.000531531,0.001747516,0.000404809,0.000503696,0.001264887,0.000382166,0.000576853,0.002825539,0.006453943,0.000671868,0.000619323,0.00346743,0.002890744,0.000440699,0.001480069,0.005334526,0.026676245,0.001894005,0.000307403,0.000274004,0.000855409,0.006922062,0.00035438,0.000574639,0.004894916,0.010296091,0.000396615,0.000713482,0.002893761,0.008312168,0.003288429,0.001694423,0.000417362,0.005443444,0.000552969,0.000262644,0.000405068,0.000352323,0.000265233,0.001057119,0.001454557,0.00037866,0.000259911,0.00048681,0.000726169,0.000585031,0.000272814,0.000224186,0.001297077,0.002704367,0.000380815,0.003421757,0.015312165,0.023478891,0.005569201,0.00055909,0.000996179,0.000334468,0.0023547,0.001221595,0.000739282,1
