NaOH/ mM,formaldehyde/ mM,C4_-H_NaCa_2p,C5_Ca_2p_I1,C5_Ca_2p_I2,C2_Ca_I1,C2_Ca_I2,C6-H2O_Ca_2p_I1,C6-H2O_Ca_2p_I2,C6_Ca_I1,C6_Ca_I2,C6_Ca_I3,C6_Ca_I4,C6_Ca_I5,C6_Ca_I6,C7-O_Ca_2p_I1,C7-O_Ca_2p_I2,C7-O_Ca_2p_I3,C6+H2O_Ca_2p_I1,C6+H2O_Ca_2p_I2,C6+H2O_Ca_2p_I3,C6+H2O_Ca_2p_I4,C7_Ca_2p_I1,C7_Ca_2p_I2,C7_Ca_2p_I3,C7_+H2_Ca_2p_I1,C7_+H2_Ca_2p_I2,C7_+H2_Ca_2p_I3,C7_+H2_Ca_2p_I4,C7_+H2_Ca_2p_I5,C6+2H2O_Ca_2p_I1,C6+2H2O_Ca_2p_I2,C6+2H2O_Ca_2p_I3,C6+2H2O_Ca_2p_I4,C3_Ca_I1,C7+H2O_Ca_2p_I1,C7+H2O_Ca_2p_I2,C7+H2O_Ca_2p_I3,C7+H2O_Ca_2p_I4,C9-O2_Ca_2p_I1,C9-O2_Ca_2p_I2,C9-O2_Ca_2p_I3,C9-O2_Ca_2p_I4,C8_Ca_2p_I1,C8_Ca_2p_I2,C8_Ca_2p_I3,C8_Ca_2p_I4,C8_+H2_Ca_2p_I1,C8_+H2_Ca_2p_I2,C8_+H2_Ca_2p_I3,C7+2H2O_Ca_2p_I1,C7+2H2O_Ca_2p_I2,C7+2H2O_Ca_2p_I3,C9-O_Ca_2p_I1,C9-O_Ca_2p_I2,C9-O_Ca_2p_I3,C9-O_Ca_2p_I4,C8+H2O_Ca_2p_I1,C8+H2O_Ca_2p_I2,C8+H2O_Ca_2p_I3,C8+H2O_Ca_2p_I4,C9_Ca_2p_I1,C9_Ca_2p_I2,C9_Ca_2p_I3,C9_Ca_2p_I4,C4_Ca_I1,C4_Ca_I2,C9+H2O_Ca_2p_I1,C9+H2O_Ca_2p_I2,C9+H2O_Ca_2p_I3,C9+H2O_Ca_2p_I4,C10_Ca_2p_I1,C10_Ca_2p_I2,C10_Ca_2p_I3,C10_Ca_2p_I4,C5_Na_I1,C5_Na_I2,C10+H2O_Ca_2p_I1,C10+H2O_Ca_2p_I2,C10+H2O_Ca_2p_I3,C11_Ca_2p_I1,C11_Ca_2p_I2,C6-H2O_Na_I1,C6-H2O_Na_I2,C6-H2O_Na_I3,C6-H2O_Na_I4,C11+H2O_Ca_2p_I1,C11+H2O_Ca_2p_I2,C11+H2O_Ca_2p_I3,C7-O-H2O_Na_I1,C7-O-H2O_Na_I2,C7-O-H2O_Na_I3,C7-O-H2O_Na_I4,C7-O-H2O_Na_I5,C7-O-H2O_Na_I6,C12_Ca_2p_I1,C12_Ca_2p_I2,C12_Ca_2p_I3,C6_Na_I1,C6_Na_I2,C6_Na_I3,C6_Na_I4,C12+H2O_Ca_2p_I1,C12+H2O_Ca_2p_I2,C12+H2O_Ca_2p_I3,C7_Na_I1,C7_Na_I2,C7_Na_I3,label
49.941,126.1368,0.000573678,0.001088425,0.000625716,0.000416424,0.000324708,0.002219241,0.000683974,0.014241633,0.011198404,0.00302874,0.000650368,0.000575314,0.000402389,0.006512783,0.004996077,0.000603418,0.002408442,0.005134177,0.00446589,0.000486861,0.007133676,0.010655738,0.000544427,0.001925555,0.003231296,0.002166506,0.000917505,0.000416274,0.000505966,0.001344078,0.001331189,0.00044775,0.000419341,0.001838474,0.005731461,0.000551411,0.000479386,0.000670392,0.00125803,0.001232021,0.00044369,0.000571577,0.006070725,0.005887098,0.000466584,0.000714961,0.002438665,0.000478046,0.000680976,0.002074095,0.000477861,0.000656727,0.002421006,0.004566604,0.000535518,0.000816291,0.004536261,0.003399492,0.000477793,0.001474717,0.004714056,0.013559358,0.000942534,0.000369464,0.00036574,0.001127008,0.004442119,0.000463842,0.000520274,0.006297149,0.004360061,0.000490963,0.000526802,0.003632162,0.010449007,0.003421579,0.000820711,0.000489321,0.003611561,0.000517033,0.000305642,0.000622237,0.000506655,0.000336552,0.001290591,0.001066424,0.000436649,0.000317712,0.000532125,0.000694666,0.00056017,0.00033749,0.000270608,0.00144622,0.000758494,0.000456371,0.005325891,0.018672732,0.020431785,0.003113228,0.000768706,0.000962035,0.000463741,0.00186115,0.001277536,0.000813755,1
40.0,115.0,0.000554331,0.00113744,0.000450869,0.000398305,0.000261675,0.003490559,0.00060398,0.024682328,0.012831157,0.001918404,0.00052997,0.000617474,0.000314399,0.009180373,0.004710529,0.00060049,0.003643544,0.0050729,0.002909234,0.000438613,0.010329307,0.011590047,0.000558795,0.002067917,0.003273077,0.002167917,0.000814855,0.000334717,0.00039916,0.001158734,0.000924922,0.000358786,0.000339116,0.002151277,0.006211876,0.000539597,0.000409972,0.000579924,0.001207863,0.001381346,0.000332228,0.000535606,0.006928513,0.006403912,0.000410883,0.000610116,0.002376407,0.000366784,0.000584261,0.00203976,0.000370887,0.000565419,0.002400255,0.005612623,0.000475252,0.000754799,0.004845794,0.003708213,0.000398458,0.001684,0.005970406,0.022730893,0.001206637,0.000298985,0.000252222,0.001122955,0.006861234,0.000374591,0.000483426,0.007416587,0.007997994,0.000426921,0.000509746,0.002206623,0.007883858,0.004744482,0.001400274,0.000406222,0.005266679,0.000470908,0.000267388,0.00038687,0.00033283,0.000236684,0.001484066,0.001535723,0.000339192,0.000257727,0.000415143,0.000519431,0.000407486,0.00023981,0.000232529,0.001625609,0.001346183,0.00038171,0.003804321,0.01584907,0.019245461,0.003251498,0.000726283,0.001235654,0.000317503,0.001806482,0.000981803,0.000681875,1
44.9727,85.5917,0.000609309,0.001205342,0.000610493,0.000416807,0.000352968,0.002910736,0.000741422,0.01803912,0.013427857,0.003229483,0.000674505,0.000584449,0.00042009,0.005901191,0.004126974,0.000564875,0.003013173,0.005612331,0.0044711,0.00050129,0.008140075,0.011702529,0.000534193,0.001746764,0.0029363,0.002027986,0.000897263,0.000426682,0.000492117,0.001393057,0.001289031,0.000451803,0.000401407,0.002109888,0.006113721,0.000586209,0.00047657,0.000657101,0.001140631,0.001364199,0.00041179,0.000585834,0.00661962,0.006143336,0.000462471,0.000665575,0.00200871,0.000444558,0.00067518,0.002133527,0.000441617,0.000660034,0.002202907,0.0048523,0.000523717,0.000851323,0.004510424,0.003286587,0.00048896,0.001753963,0.005515944,0.016652503,0.00096087,0.000350731,0.000329533,0.001230198,0.005338932,0.000455727,0.000542988,0.007142157,0.005308751,0.000512676,0.000576902,0.002974141,0.010407232,0.004041957,0.000929177,0.000492807,0.003992493,0.000560788,0.000264567,0.000503511,0.000467251,0.000315825,0.001414898,0.001191163,0.000464752,0.000328872,0.000488574,0.000580983,0.000440268,0.000304437,0.000281444,0.001582965,0.000909351,0.000463502,0.005874572,0.018408382,0.018027368,0.002530206,0.000781372,0.001114971,0.000411974,0.001897478,0.001335075,0.001088591,1
44.9727,85.5917,0.000686498,0.001678794,0.000821518,0.000501146,0.000313415,0.003614255,0.000919964,0.02107348,0.016586444,0.004942823,0.001283111,0.000667022,0.000472005,0.004134367,0.004574643,0.000552243,0.002581844,0.007034065,0.007164383,0.000563196,0.008696889,0.015309254,0.000648721,0.00114584,0.002331541,0.002720648,0.001438425,0.000470765,0.000488944,0.001617724,0.001999521,0.000508267,0.000544146,0.001443333,0.005672555,0.000631976,0.000550371,0.000585876,0.000912121,0.001400607,0.000449601,0.000552891,0.005721805,0.006884225,0.00052295,0.000527536,0.001643892,0.000462985,0.000612479,0.002570512,0.000546733,0.000531319,0.001243038,0.003472087,0.000538089,0.000605124,0.003840899,0.005501285,0.000572804,0.00096681,0.003392099,0.018705455,0.002775615,0.000436686,0.000412285,0.00071157,0.007631196,0.000470891,0.000667999,0.003860143,0.008833425,0.000492987,0.000650415,0.001665094,0.01389206,0.003709681,0.002241968,0.000556073,0.004545068,0.000585576,0.000322698,0.000395204,0.000422833,0.000335412,0.001023923,0.001795615,0.000472598,0.000310606,0.000347687,0.00036534,0.000373629,0.000313551,0.000316854,0.001011185,0.001394154,0.000498528,0.001693924,0.011849831,0.018310546,0.006284969,0.00059062,0.00115742,0.000477703,0.001545211,0.000985916,0.001024482,1
43.7239,79.4868,0.000686568,0.001623599,0.00079034,0.000510958,0.00037522,0.003508261,0.00091404,0.021169939,0.016575578,0.005081941,0.001328707,0.000688281,0.000482848,0.004007286,0.004663997,0.000511543,0.002553057,0.007055454,0.007137311,0.000570672,0.008421381,0.015054404,0.000625372,0.001155002,0.002274514,0.002793083,0.001503744,0.000466334,0.000497272,0.001594726,0.001988491,0.000498334,0.000537357,0.001398055,0.005481586,0.000632116,0.000555489,0.000564486,0.000865014,0.001403538,0.00047233,0.000564076,0.005574238,0.006613679,0.00056591,0.0005292,0.001583246,0.000476891,0.000610587,0.00251058,0.000507209,0.000560876,0.001166056,0.003213069,0.000516072,0.000593765,0.003623275,0.005485864,0.000575714,0.000920169,0.003183957,0.018611942,0.002950304,0.000438353,0.000415888,0.000703554,0.007868194,0.00049487,0.000655227,0.003612756,0.008890088,0.000477891,0.000668459,0.001619271,0.014152918,0.003657409,0.002359208,0.000572397,0.004422873,0.000571954,0.000306216,0.000402869,0.000440903,0.000371359,0.000994922,0.001809875,0.000468027,0.000293834,0.000344367,0.00039064,0.000363514,0.00029302,0.000302169,0.000988481,0.001520324,0.0004757,0.001521007,0.011733425,0.018515768,0.006928987,0.000604029,0.001124983,0.000442466,0.001584591,0.000976966,0.001078537,0
32.5872,68.1256,0.00073882,0.001642509,0.000502285,0.000533343,0.000259343,0.005868994,0.00081492,0.042972184,0.018094838,0.00242797,0.000797602,0.000794359,0.000355226,0.007097195,0.004456108,0.000431559,0.004272341,0.006902349,0.003808773,0.000540661,0.013298713,0.015007047,0.00066896,0.001301372,0.002555539,0.002500709,0.001289768,0.000344261,0.000363034,0.001331069,0.001160505,0.000395045,0.000420847,0.001661155,0.005932386,0.000584561,0.000504796,0.000463989,0.000851501,0.001500657,0.000305452,0.000504563,0.006336781,0.006831188,0.000496156,0.000385627,0.001445001,0.000362278,0.00048327,0.002143242,0.000415416,0.000452444,0.001389312,0.004366803,0.000430073,0.000479503,0.003447637,0.005139938,0.000502539,0.00106624,0.004469774,0.032681296,0.005016133,0.000356522,0.000258614,0.000615388,0.011116399,0.000337515,0.000658057,0.003922831,0.014405605,0.000360125,0.000670215,0.000829172,0.008373281,0.004648469,0.003974885,0.000447475,0.005680281,0.000494535,0.000223151,0.000266251,0.000275305,0.000242851,0.000995033,0.002343615,0.00034175,0.000203502,0.000265865,0.000293618,0.000255785,0.000213434,0.000193648,0.000942289,0.002859398,0.000343686,0.001144553,0.009080447,0.015634105,0.006158552,0.000477505,0.001241464,0.00030938,0.00145619,0.000722917,0.000759565,0
35.9516,61.7298,0.000741299,0.00173742,0.000596472,0.000500011,0.000287391,0.005235478,0.000898311,0.034575571,0.019878498,0.003604349,0.000961855,0.000750392,0.000406991,0.005669346,0.004513934,0.000472947,0.003678243,0.007665814,0.005265873,0.000550206,0.010959531,0.015593537,0.000658505,0.00123509,0.002336912,0.002389913,0.001222461,0.000373549,0.000435139,0.001500592,0.001480055,0.000448653,0.000450741,0.001526998,0.005799889,0.000598179,0.00051014,0.000512824,0.00091075,0.001487718,0.000376131,0.000508618,0.006161741,0.006908784,0.00049301,0.000442709,0.001381963,0.00038908,0.000517431,0.002176014,0.00044909,0.000487425,0.001343047,0.004163946,0.000478506,0.000548245,0.00350036,0.00472505,0.000508905,0.001070161,0.00410122,0.027799257,0.003365523,0.000388399,0.000306094,0.000690334,0.009749437,0.000418054,0.000684802,0.004078929,0.011960346,0.00039963,0.000692785,0.001072742,0.010291735,0.004361928,0.002885928,0.000494565,0.00509131,0.000540772,0.000315544,0.000320913,0.000341945,0.000303649,0.001035502,0.002008003,0.000391865,0.000283649,0.000326219,0.000357085,0.000315532,0.000261744,0.000215338,0.000965358,0.002197192,0.000408214,0.001473533,0.010656018,0.015515428,0.005324581,0.00057015,0.001183954,0.000357221,0.001512248,0.00086263,0.00101047,0
39.2978,54.5648,0.000748896,0.001758403,0.000741016,0.00050352,0.000325831,0.004676863,0.000992024,0.028063942,0.020285971,0.005351452,0.001143937,0.000731027,0.000484317,0.004254965,0.004199802,0.000527996,0.003350605,0.007970712,0.007092821,0.000582849,0.009287052,0.015920711,0.000668008,0.00119274,0.002220264,0.002303709,0.001218591,0.000410293,0.000497004,0.001689994,0.001849757,0.000490643,0.000505657,0.001483883,0.005794993,0.000630897,0.000535733,0.000582651,0.000935399,0.001549224,0.000429526,0.000557253,0.005899766,0.006523699,0.000537093,0.000497245,0.001393472,0.000458426,0.000585753,0.002187158,0.000506775,0.000549516,0.001369071,0.004073915,0.000530824,0.000613235,0.003555066,0.004488443,0.000512068,0.001088686,0.003893337,0.023904968,0.002459978,0.000446578,0.000394935,0.000764207,0.008778404,0.000469646,0.00068026,0.004186188,0.009939447,0.00048914,0.00071885,0.001311503,0.012063433,0.004060236,0.002093865,0.00058394,0.004638959,0.000577975,0.000376758,0.000375428,0.000397712,0.00034998,0.001059791,0.001695312,0.000463602,0.000312776,0.000366588,0.000388408,0.000355024,0.000302598,0.000237336,0.000992803,0.00166139,0.000481102,0.001896477,0.012068368,0.014824134,0.004462798,0.000622603,0.001131836,0.000429891,0.001533484,0.001134123,0.001329239,0
40.0,45.0,0.000817757,0.001786657,0.000778518,0.000517469,0.000368977,0.004709598,0.001082675,0.02687217,0.02124516,0.006417883,0.001249307,0.000766406,0.000460527,0.003392389,0.003718642,0.00055531,0.003281253,0.008328314,0.008113974,0.000603884,0.008586615,0.015808921,0.000686555,0.001081075,0.002030175,0.00225881,0.001222768,0.000480917,0.000536317,0.001809916,0.002027399,0.000512271,0.000554503,0.001461911,0.005498682,0.000677424,0.000554887,0.000619575,0.000990392,0.001570722,0.000451504,0.00057412,0.005605057,0.006088354,0.000549127,0.000520059,0.001239943,0.000456769,0.000635205,0.001994497,0.000524454,0.000599237,0.001307912,0.004201958,0.000567948,0.00061474,0.003212561,0.004064646,0.000545663,0.001079527,0.003734826,0.023781495,0.002288326,0.000492521,0.00040944,0.000759932,0.008485114,0.000480305,0.00070485,0.004164412,0.009606773,0.000505326,0.000730951,0.00125669,0.011523108,0.003959131,0.001820331,0.000596933,0.004278895,0.000602082,0.000396144,0.000377317,0.000400543,0.000372038,0.001005839,0.001539617,0.000510402,0.000235295,0.000377578,0.000397387,0.000346559,0.000298872,0.00033464,0.001036313,0.001625096,0.000477263,0.001938592,0.012534557,0.01358735,0.004102494,0.000625067,0.001061674,0.000465253,0.001473725,0.001289823,0.001700498,0
24.3528,49.3294,0.000840869,0.00156697,0.000395335,0.000769299,0.000231861,0.007366037,0.000802195,0.061576179,0.015884756,0.001558204,0.000616331,0.001288345,0.000248371,0.008295623,0.00249978,0.00041145,0.005827929,0.00523365,0.001565935,0.000636816,0.020020028,0.011495328,0.000841274,0.001299445,0.00246966,0.001415462,0.000720672,0.000258907,0.000299126,0.001038389,0.000546198,0.000337994,0.000467681,0.002203118,0.005895589,0.000578801,0.000540703,0.000359705,0.000755648,0.001455102,0.000234681,0.000423746,0.007232272,0.005783001,0.000483742,0.000290485,0.001138612,0.000268146,0.000385756,0.00174868,0.00035549,0.000448913,0.001618256,0.005746975,0.00032545,0.000439516,0.003316442,0.003829809,0.00047755,0.001725339,0.009229245,0.059014421,0.008115158,0.000440528,0.000169274,0.000737987,0.016339459,0.000249569,0.000523131,0.004346115,0.022306059,0.000268188,0.000559204,0.000364179,0.003388483,0.005720438,0.005946253,0.000291543,0.006945884,0.000355786,0.000176545,0.000166962,0.00017643,0.000157782,0.000998322,0.002760834,0.000240064,0.000153796,0.000185621,0.000201329,0.000172293,0.000147661,0.000165663,0.000953099,0.004586493,0.000245834,0.001160195,0.007963081,0.010088824,0.003321781,0.000389236,0.001173864,0.000216265,0.00137132,0.000593082,0.000548673,0
20.0,45.0,0.000763987,0.001400651,0.000334759,0.001074063,0.00025183,0.006933117,0.000789179,0.061336595,0.014015666,0.001339619,0.000759379,0.001617279,0.000196753,0.009905146,0.002089051,0.000436618,0.00567659,0.004358279,0.000964938,0.000686437,0.024390081,0.008036454,0.000916251,0.001391075,0.002733278,0.000930689,0.000468152,0.00020242,0.000227406,0.000973875,0.000401973,0.000294886,0.00059735,0.002447377,0.005661759,0.000496839,0.000615136,0.000275237,0.000550076,0.001048528,0.000168067,0.000336573,0.007906133,0.003767249,0.000536123,0.000252182,0.001154563,0.000219461,0.00035202,0.001583133,0.000325267,0.000393281,0.001963739,0.005834523,0.0002328,0.000442974,0.003156559,0.002794366,0.000474555,0.002816035,0.017647425,0.077708147,0.014308621,0.000673764,0.000136409,0.000899756,0.018127573,0.00020738,0.000346241,0.003929918,0.025918543,0.000212821,0.000329657,0.000197296,0.001323928,0.005021497,0.007724194,0.000216183,0.006809777,0.000248825,0.00015913,0.000134496,0.000128277,0.000116987,0.000816395,0.002798485,0.000190581,0.000119144,0.000149512,0.000167822,0.000137998,0.000120931,0.000114834,0.000951765,0.004527449,0.000187283,0.001081285,0.006727471,0.006720677,0.002067585,0.00032712,0.001038904,0.000162408,0.001222626,0.000485438,0.000389203,0
14.4672,40.2351,0.000681389,0.001291673,0.000333969,0.002140653,0.000456394,0.006121161,0.000807076,0.057310915,0.0138716,0.001411577,0.0012775,0.001726452,0.000139671,0.013448437,0.002405934,0.000332137,0.005380852,0.004109151,0.000780656,0.000622906,0.028217004,0.005743874,0.000808178,0.001665566,0.003037303,0.000687197,0.000327896,0.000154163,0.000176771,0.000768575,0.000288699,0.000200356,0.001050403,0.002615081,0.005073022,0.000334554,0.000620706,0.000190868,0.000351306,0.000347597,0.000119441,0.000239747,0.008613572,0.001262265,0.000494275,0.000233432,0.001199929,0.000152463,0.000286601,0.001347238,0.000235274,0.000324335,0.002393529,0.0044501,0.000156309,0.000491485,0.002784258,0.001533949,0.000375961,0.006867708,0.03686195,0.084111306,0.022096631,0.001506204,0.000100566,0.001067688,0.015784212,0.000157584,0.000214954,0.00337288,0.024560765,0.000172359,0.000193879,9.77e-05,0.000263121,0.003136406,0.008548819,0.000141929,0.005657004,0.000153199,9.91e-05,9.27e-05,9.05e-05,8.78e-05,0.000611221,0.002355788,0.000124169,8.42e-05,0.000102961,0.00011147,9.64e-05,7.87e-05,7.06e-05,0.001006739,0.002821795,0.000128401,0.001052758,0.005448049,0.003447226,0.000841525,0.000268617,0.000866367,0.000110271,0.000938975,0.000385562,0.00022792,0
28.6621,32.2872,0.000946115,0.001922292,0.000475578,0.000612105,0.000246783,0.007989428,0.000974527,0.0593577,0.021777519,0.002267692,0.000657042,0.001213536,0.000310655,0.005028527,0.002276932,0.000422742,0.006215649,0.006938276,0.002764414,0.000591984,0.014220558,0.012701541,0.000761504,0.000858967,0.001518878,0.001042151,0.000634716,0.000283222,0.000358345,0.001218278,0.000742443,0.000377725,0.000401204,0.001798703,0.005457811,0.000615765,0.000455904,0.000461945,0.000849638,0.001754663,0.00028388,0.000573909,0.006564265,0.005180158,0.000441225,0.000329775,0.000775363,0.000294948,0.000425583,0.001501229,0.000371673,0.000525063,0.001599355,0.005677603,0.000434696,0.000490095,0.002819889,0.002924922,0.000390505,0.001850944,0.008465555,0.05293456,0.004186321,0.000388631,0.00021652,0.000854513,0.014080916,0.000321387,0.000702608,0.0050251,0.017739334,0.000331968,0.000737527,0.000516948,0.004833177,0.00546047,0.003204348,0.000399821,0.005781442,0.00047018,0.000222599,0.000216438,0.000228537,0.000204455,0.001009263,0.00182768,0.000311713,0.000201687,0.0002518,0.000279117,0.000219393,0.000191741,0.000202902,0.001058132,0.004304589,0.00031221,0.001690529,0.009785163,0.008899815,0.002300426,0.000471294,0.001069348,0.00027065,0.00135506,0.000841371,0.001216013,0
34.1995,20.7218,0.001048003,0.002107198,0.000629181,0.000526233,0.000314736,0.007773574,0.001273887,0.046065816,0.028997522,0.005331573,0.000893654,0.000924839,0.000403723,0.002456454,0.002008836,0.000441982,0.005227377,0.009996918,0.00662111,0.000587901,0.009027365,0.013353229,0.00064921,0.000726173,0.001272114,0.001171881,0.000786311,0.000359606,0.00046885,0.001742653,0.001574153,0.000462384,0.000470894,0.001370838,0.004937544,0.000639955,0.000440066,0.000636788,0.001039319,0.001891531,0.000352741,0.00059709,0.005155665,0.003974482,0.000442037,0.000431702,0.000729836,0.000407637,0.000501648,0.001369509,0.000404464,0.000621811,0.001604079,0.006244106,0.000581931,0.000535652,0.002161079,0.002195283,0.000423821,0.001564131,0.005891264,0.038739954,0.002541219,0.000460066,0.000311559,0.00087605,0.011556007,0.000429302,0.000743412,0.004641582,0.011200561,0.000426474,0.000744521,0.000639329,0.005026066,0.004271163,0.001557467,0.000520512,0.00351833,0.000509382,0.000318908,0.000306645,0.000311723,0.000309999,0.000847381,0.001034279,0.000425999,0.000149035,0.000301759,0.000323347,0.000292896,0.000263094,0.000290784,0.000963953,0.002770751,0.000415683,0.002027822,0.012210063,0.0085268,0.002403375,0.000558822,0.001018976,0.000380643,0.001234793,0.001355792,0.002141982,0
25.5622,15.0094,0.001079319,0.002025386,0.000469846,0.000737909,0.000233293,0.009546384,0.001128843,0.073147515,0.022966043,0.002184343,0.000673003,0.001484699,0.000291791,0.002133647,0.000883906,0.000301747,0.007386202,0.007164366,0.002254225,0.000713117,0.012856507,0.008804725,0.000724393,0.000571743,0.001090661,0.000748478,0.000489671,0.000264889,0.000331486,0.001276891,0.000628399,0.000404553,0.00043099,0.00151155,0.004218678,0.0005506,0.000384617,0.000450298,0.00093167,0.001864078,0.000238968,0.000570366,0.005257713,0.002613553,0.000343678,0.000281838,0.000513022,0.000239939,0.000359514,0.000949596,0.000301931,0.000603614,0.00203948,0.007771349,0.000443057,0.000391884,0.001685801,0.001429452,0.000290168,0.002443887,0.012232374,0.070368999,0.00643819,0.000417921,0.00019592,0.001033119,0.018411207,0.000280029,0.000690539,0.003702484,0.018151155,0.000284629,0.000632096,0.000248244,0.001525808,0.004955822,0.002757514,0.000332836,0.003910628,0.000333808,0.000172956,0.000205401,0.000207105,0.000186738,0.000656772,0.001092475,0.000251344,0.000161512,0.000179555,0.000191219,0.000177574,0.00016147,0.000120364,0.000960694,0.005870814,0.000282484,0.001593187,0.00967974,0.005402015,0.001521433,0.000391219,0.000916655,0.000249319,0.000991154,0.000743836,0.001405251,0
10.0,10.0,0.000766857,0.001505797,0.000428027,0.003817461,0.000840768,0.006710121,0.001066038,0.067414,0.018045782,0.001952453,0.001621899,0.001611575,0.000100818,0.004450687,0.000894813,0.000124029,0.006212325,0.005395597,0.000960638,0.000528886,0.022906648,0.004560651,0.000480713,0.00072343,0.001879054,0.000448782,0.00026042,0.000117396,0.000169769,0.000515473,0.000229272,0.000156735,0.001843298,0.002093618,0.00312786,0.000185419,0.000426259,0.000169224,0.000189919,0.000141195,9.21e-05,0.000240876,0.0052041,0.000339893,0.000255575,0.000138966,0.000424346,0.000100149,0.000191722,0.00061183,0.000159686,0.000301924,0.002494217,0.003449399,0.000122072,0.000315781,0.001125057,0.000464867,0.000178388,0.012251757,0.0506784,0.083458114,0.029253401,0.002893114,8.49e-05,0.000980874,0.012940804,0.000157662,0.000159616,0.00217678,0.016640545,0.000156221,0.000163979,6.88e-05,7.54e-05,0.001618414,0.006014725,0.000126982,0.002536494,0.000117053,6.2e-05,6.09e-05,7.18e-05,7.03e-05,0.000303224,0.001067252,9.77e-05,9.7e-05,7.13e-05,6.53e-05,7.22e-05,4.26e-05,3.06e-05,0.001606508,0.002242719,0.00010956,0.000740036,0.003762634,0.001574353,0.000235415,0.000289115,0.000568118,8.83e-05,0.00040155,0.000187224,0.00016739,0
22.7311,80.9909,0.000576515,0.0010755,0.000279735,0.000935052,0.000243703,0.005149382,0.000545681,0.047835857,0.009485621,0.001061604,0.000810662,0.001466464,0.000172176,0.012526206,0.002738132,0.000567798,0.005032903,0.00384709,0.000782448,0.000599117,0.017394204,0.005261254,0.000676692,0.001748827,0.002750526,0.000885175,0.000472779,0.000209548,0.000222165,0.000695902,0.000370981,0.000224523,0.000515991,0.002183039,0.004229287,0.000355514,0.000585841,0.000290748,0.000767388,0.00088532,0.000163961,0.000277612,0.006153573,0.002461274,0.000567644,0.000300677,0.001469627,0.000239554,0.000303909,0.00115541,0.000266868,0.000312305,0.001945443,0.005285227,0.000246609,0.000421185,0.002402253,0.002630852,0.000466936,0.002712703,0.016202478,0.06748718,0.023646416,0.000632801,0.000114498,0.000685913,0.011864816,0.000182849,0.000318547,0.002997709,0.02117749,0.00020619,0.000358318,0.000257163,0.001391901,0.002684725,0.007251542,0.000199022,0.005764572,0.000248532,0.000129216,0.00012725,0.000130702,0.000115441,0.000451869,0.002290795,0.000166914,0.000120873,0.000170437,0.000245431,0.000181414,0.000114865,0.000117229,0.000636259,0.005021592,0.000170779,0.00091406,0.006090225,0.008047037,0.004051295,0.000227648,0.000867175,0.000150098,0.001201543,0.000557286,0.000330561,0
20.3709,78.3243,0.000595913,0.001094658,0.000285681,0.001345768,0.000327907,0.00531231,0.000593084,0.050476266,0.009948171,0.001108822,0.001002388,0.001522016,0.000153953,0.01436307,0.002793223,0.000493839,0.005138378,0.003803117,0.000715266,0.000577112,0.020498395,0.004747706,0.000671394,0.001864779,0.002936965,0.00079852,0.000376811,0.000176772,0.000204451,0.000661028,0.000340395,0.000203324,0.000685555,0.002413406,0.004375022,0.000294582,0.000597787,0.000231275,0.000657388,0.00060683,0.000136522,0.000232685,0.006918536,0.001815587,0.000544402,0.000305987,0.001538126,0.000202888,0.000292976,0.001151822,0.000238448,0.00028624,0.001978907,0.004794964,0.000213012,0.000443436,0.00249108,0.002224002,0.00045393,0.003870115,0.022130932,0.070305479,0.027998111,0.000928149,0.000112925,0.000716625,0.011396369,0.000157027,0.000276821,0.002893285,0.020803708,0.000179212,0.000272323,0.000174923,0.000755049,0.002261579,0.007651112,0.000168798,0.005438058,0.000210575,0.00010401,0.000109744,0.000103447,0.000110598,0.000417969,0.002249274,0.000152445,8.93e-05,0.000140218,0.000195139,0.00015051,0.00010381,9.04e-05,0.000588219,0.004210442,0.000145941,0.000879078,0.005562027,0.006564232,0.003098038,0.000195212,0.000858092,0.000135965,0.001127908,0.000520497,0.000285288,0
25.316,69.1234,0.000604631,0.001183526,0.00030036,0.000806855,0.000217672,0.005531275,0.000594892,0.05043837,0.010764609,0.001137691,0.000780471,0.001632908,0.000220554,0.011379517,0.002562226,0.000658575,0.005376751,0.003975767,0.000852633,0.000642754,0.016874629,0.00602002,0.000835677,0.001572871,0.002373395,0.000756612,0.000429212,0.00021404,0.000247152,0.000738235,0.000345063,0.000271321,0.000448063,0.002176542,0.00442984,0.000442793,0.000572805,0.000321801,0.000804148,0.001017524,0.000183366,0.000347614,0.006442546,0.002974037,0.000549691,0.000299671,0.00134396,0.000253339,0.00035081,0.001189918,0.00030197,0.000347591,0.001964107,0.005693772,0.000275218,0.000454268,0.002662953,0.002567533,0.000478867,0.002659403,0.016279721,0.072894073,0.016948024,0.000529659,0.000137081,0.000799035,0.013483228,0.000193307,0.000400139,0.003617722,0.023886617,0.000220478,0.000451625,0.000300399,0.001892306,0.003529499,0.007066685,0.000218803,0.006552115,0.000296466,0.000157423,0.000147916,0.000146083,0.000135267,0.000636238,0.002452044,0.000189762,0.000127006,0.000208657,0.000283033,0.000190266,0.000132079,0.000103167,0.000803053,0.005683065,0.00020316,0.001078945,0.00689195,0.009163426,0.00395216,0.000269438,0.000994373,0.000165937,0.001324297,0.00056518,0.000394774,0
